ISO3,year,score,indicator_id,source
BRB,1996,0.467586345904326,climate_vulnerability_score,ND-GAIN
BLR,1996,0.381709017203185,climate_vulnerability_score,ND-GAIN
BEL,1996,0.550229956706467,climate_vulnerability_score,ND-GAIN
BLZ,1996,0.389789665876512,climate_vulnerability_score,ND-GAIN
BEN,1996,0.352652087705565,climate_vulnerability_score,ND-GAIN
BTN,1996,0.369289420975769,climate_vulnerability_score,ND-GAIN
BOL,1996,0.322063323993072,climate_vulnerability_score,ND-GAIN
BIH,1996,0.325391330411602,climate_vulnerability_score,ND-GAIN
BWA,1996,0.382487115871172,climate_vulnerability_score,ND-GAIN
BRA,1996,0.377207542168744,climate_vulnerability_score,ND-GAIN
BRN,1996,0.456952174934501,climate_vulnerability_score,ND-GAIN
BGR,1996,0.403046610471532,climate_vulnerability_score,ND-GAIN
BFA,1996,0.314159254487676,climate_vulnerability_score,ND-GAIN
BDI,1996,0.232933915900613,climate_vulnerability_score,ND-GAIN
KHM,1996,0.282023705248028,climate_vulnerability_score,ND-GAIN
CMR,1996,0.26405380707573,climate_vulnerability_score,ND-GAIN
CAN,1996,0.579131955227057,climate_vulnerability_score,ND-GAIN
CPV,1996,0.407994782020373,climate_vulnerability_score,ND-GAIN
CAF,1996,0.237564834525952,climate_vulnerability_score,ND-GAIN
TCD,1996,0.249811152857558,climate_vulnerability_score,ND-GAIN
CHL,1996,0.44941900150934,climate_vulnerability_score,ND-GAIN
CHN,1996,0.365379876992738,climate_vulnerability_score,ND-GAIN
COL,1996,0.284495897479632,climate_vulnerability_score,ND-GAIN
COM,1996,0.30483229880168,climate_vulnerability_score,ND-GAIN
COG,1996,0.26285832141245,climate_vulnerability_score,ND-GAIN
COD,1996,0.191365943820159,climate_vulnerability_score,ND-GAIN
CRI,1996,0.392815416982636,climate_vulnerability_score,ND-GAIN
CIV,1996,0.313082991883517,climate_vulnerability_score,ND-GAIN
HRV,1996,0.395067381207746,climate_vulnerability_score,ND-GAIN
CUB,1996,0.257693133521892,climate_vulnerability_score,ND-GAIN
CYP,1996,0.456936245498232,climate_vulnerability_score,ND-GAIN
CZE,1996,0.462820957236071,climate_vulnerability_score,ND-GAIN
DNK,1996,0.659919283578945,climate_vulnerability_score,ND-GAIN
