,country,Year,HDI
4397,OWID_NAM,2019,0.8687238
4398,OWID_NAM,2020,0.85540247
4399,OWID_NAM,2021,0.8522403
4400,OWID_NAM,2022,0.86384416
4401,OWID_NAM,2023,0.8702258
4402,MKD,1990,0.644
4403,MKD,1991,0.647
4404,MKD,1992,0.642
4405,MKD,1993,0.647
4406,MKD,1994,0.648
4407,MKD,1995,0.653
4408,MKD,1996,0.657
4409,MKD,1997,0.661
4410,MKD,1998,0.666
4411,MKD,1999,0.675
4412,MKD,2000,0.686
4413,MKD,2001,0.691
4414,MKD,2002,0.694
4415,MKD,2003,0.7
4416,MKD,2004,0.708
4417,MKD,2005,0.717
4418,MKD,2006,0.726
4419,MKD,2007,0.732
4420,MKD,2008,0.753
4421,MKD,2009,0.757
4422,MKD,2010,0.765
4423,MKD,2011,0.771
4424,MKD,2012,0.775
4425,MKD,2013,0.782
4426,MKD,2014,0.788
4427,MKD,2015,0.795
4428,MKD,2016,0.8
4429,MKD,2017,0.807
4430,MKD,2018,0.814
4431,MKD,2019,0.805
4432,MKD,2020,0.783
4433,MKD,2021,0.781
4434,MKD,2022,0.811
4435,MKD,2023,0.815
4436,NOR,1990,0.856
4437,NOR,1991,0.863
4438,NOR,1992,0.868
4439,NOR,1993,0.875
4440,NOR,1994,0.89
4441,NOR,1995,0.887
4442,NOR,1996,0.894
4443,NOR,1997,0.9
4444,NOR,1998,0.908
4445,NOR,1999,0.913
4446,NOR,2000,0.924
4447,NOR,2001,0.923
4448,NOR,2002,0.923
4449,NOR,2003,0.93
4450,NOR,2004,0.937
4451,NOR,2005,0.939
4452,NOR,2006,0.942
4453,NOR,2007,0.943
4454,NOR,2008,0.943
4455,NOR,2009,0.944
4456,NOR,2010,0.947
4457,NOR,2011,0.949
4458,NOR,2012,0.95
4459,NOR,2013,0.953
4460,NOR,2014,0.956
4461,NOR,2015,0.959
4462,NOR,2016,0.962
4463,NOR,2017,0.965
4464,NOR,2018,0.966
4465,NOR,2019,0.967
4466,NOR,2020,0.969
4467,NOR,2021,0.969
4468,NOR,2022,0.967
4469,NOR,2023,0.97
4470,OWID_OCE,2005,0.80804354
4471,OWID_OCE,2006,0.8101854
4472,OWID_OCE,2007,0.8121299
4473,OWID_OCE,2008,0.8153273
4474,OWID_OCE,2009,0.81803006
4475,OWID_OCE,2010,0.82062435
4476,OWID_OCE,2011,0.8243534
4477,OWID_OCE,2012,0.82798356
4478,OWID_OCE,2013,0.8279558
4479,OWID_OCE,2014,0.8310525
4480,OWID_OCE,2015,0.8333656
4481,OWID_OCE,2016,0.83567315
4482,OWID_OCE,2017,0.83694863
4483,OWID_OCE,2018,0.84073627
4484,OWID_OCE,2019,0.8431121
4485,OWID_OCE,2020,0.84438473
4486,OWID_OCE,2021,0.84548646
4487,OWID_OCE,2022,0.84466344
4488,OWID_OCE,2023,0.84926206
4489,OMN,2000,0.707
4490,OMN,2001,0.719
4491,OMN,2002,0.729
4492,OMN,2003,0.739
4493,OMN,2004,0.743
4494,OMN,2005,0.756
4495,OMN,2006,0.766
4496,OMN,2007,0.774
4497,OMN,2008,0.782
4498,OMN,2009,0.799
4499,OMN,2010,0.804
4500,OMN,2011,0.822
4501,OMN,2012,0.824
4502,OMN,2013,0.827
4503,OMN,2014,0.831
4504,OMN,2015,0.838
4505,OMN,2016,0.845
4506,OMN,2017,0.848
4507,OMN,2018,0.854
4508,OMN,2019,0.857
4509,OMN,2020,0.843
4510,OMN,2021,0.834
4511,OMN,2022,0.846
4512,OMN,2023,0.858
4513,PAK,1990,0.396
4514,PAK,1991,0.4
4515,PAK,1992,0.405
4516,PAK,1993,0.408
4517,PAK,1994,0.412
4518,PAK,1995,0.415
4519,PAK,1996,0.42
4520,PAK,1997,0.422
4521,PAK,1998,0.426
4522,PAK,1999,0.431
4523,PAK,2000,0.436
4524,PAK,2001,0.443
4525,PAK,2002,0.45
4526,PAK,2003,0.458
4527,PAK,2004,0.472
4528,PAK,2005,0.48
4529,PAK,2006,0.489
4530,PAK,2007,0.495
4531,PAK,2008,0.496
4532,PAK,2009,0.497
4533,PAK,2010,0.5
4534,PAK,2011,0.504
4535,PAK,2012,0.508
4536,PAK,2013,0.512
4537,PAK,2014,0.522
4538,PAK,2015,0.527
4539,PAK,2016,0.535
4540,PAK,2017,0.537
4541,PAK,2018,0.538
4542,PAK,2019,0.54
4543,PAK,2020,0.536
4544,PAK,2021,0.537
4545,PAK,2022,0.544
4546,PAK,2023,0.544
4547,PLW,2000,0.736
4548,PLW,2001,0.741
4549,PLW,2002,0.746
4550,PLW,2003,0.749
4551,PLW,2004,0.755
4552,PLW,2005,0.761
4553,PLW,2006,0.765
4554,PLW,2007,0.771
4555,PLW,2008,0.773
4556,PLW,2009,0.776
4557,PLW,2010,0.779
4558,PLW,2011,0.784
4559,PLW,2012,0.787
4560,PLW,2013,0.791
4561,PLW,2014,0.795
4562,PLW,2015,0.802
4563,PLW,2016,0.804
4564,PLW,2017,0.804
4565,PLW,2018,0.805
4566,PLW,2019,0.806
4567,PLW,2020,0.799
4568,PLW,2021,0.789
4569,PLW,2022,0.786
4570,PLW,2023,0.786
4571,PSE,2004,0.654
4572,PSE,2005,0.663
4573,PSE,2006,0.664
4574,PSE,2007,0.674
4575,PSE,2008,0.679
4576,PSE,2009,0.685
4577,PSE,2010,0.691
4578,PSE,2011,0.698
4579,PSE,2012,0.704
4580,PSE,2013,0.706
4581,PSE,2014,0.7
4582,PSE,2015,0.712
4583,PSE,2016,0.717
4584,PSE,2017,0.721
4585,PSE,2018,0.725
4586,PSE,2019,0.729
4587,PSE,2020,0.718
4588,PSE,2021,0.718
4589,PSE,2022,0.733
4590,PSE,2023,0.674
4591,PAN,1990,0.672
4592,PAN,1991,0.674
4593,PAN,1992,0.68
4594,PAN,1993,0.686
4595,PAN,1994,0.688
4596,PAN,1995,0.69
4597,PAN,1996,0.694
4598,PAN,1997,0.701
4599,PAN,1998,0.707
4600,PAN,1999,0.712
4601,PAN,2000,0.718
4602,PAN,2001,0.723
4603,PAN,2002,0.73
4604,PAN,2003,0.735
4605,PAN,2004,0.741
4606,PAN,2005,0.746
4607,PAN,2006,0.753
4608,PAN,2007,0.763
4609,PAN,2008,0.767
4610,PAN,2009,0.77
4611,PAN,2010,0.775
4612,PAN,2011,0.781
4613,PAN,2012,0.798
4614,PAN,2013,0.799
4615,PAN,2014,0.798
4616,PAN,2015,0.803
4617,PAN,2016,0.81
4618,PAN,2017,0.815
4619,PAN,2018,0.82
4620,PAN,2019,0.824
4621,PAN,2020,0.808
4622,PAN,2021,0.819
4623,PAN,2022,0.835
4624,PAN,2023,0.839
4625,PNG,1990,0.403
4626,PNG,1991,0.411
4627,PNG,1992,0.421
4628,PNG,1993,0.432
4629,PNG,1994,0.439
4630,PNG,1995,0.442
4631,PNG,1996,0.448
4632,PNG,1997,0.449
4633,PNG,1998,0.446
4634,PNG,1999,0.454
4635,PNG,2000,0.456
4636,PNG,2001,0.458
4637,PNG,2002,0.461
4638,PNG,2003,0.464
4639,PNG,2004,0.468
4640,PNG,2005,0.473
4641,PNG,2006,0.479
4642,PNG,2007,0.485
4643,PNG,2008,0.489
4644,PNG,2009,0.495
4645,PNG,2010,0.503
4646,PNG,2011,0.508
4647,PNG,2012,0.514
4648,PNG,2013,0.522
4649,PNG,2014,0.534
4650,PNG,2015,0.543
4651,PNG,2016,0.55
4652,PNG,2017,0.555
4653,PNG,2018,0.559
4654,PNG,2019,0.566
4655,PNG,2020,0.567
4656,PNG,2021,0.567
4657,PNG,2022,0.572
4658,PNG,2023,0.576
4659,PRY,1990,0.607
4660,PRY,1991,0.613
4661,PRY,1992,0.619
4662,PRY,1993,0.626
4663,PRY,1994,0.631
4664,PRY,1995,0.637
4665,PRY,1996,0.646
4666,PRY,1997,0.653
4667,PRY,1998,0.659
4668,PRY,1999,0.664
4669,PRY,2000,0.664
4670,PRY,2001,0.671
4671,PRY,2002,0.679
4672,PRY,2003,0.673
4673,PRY,2004,0.681
4674,PRY,2005,0.683
4675,PRY,2006,0.684
4676,PRY,2007,0.69
4677,PRY,2008,0.7
4678,PRY,2009,0.7
4679,PRY,2010,0.709
4680,PRY,2011,0.715
4681,PRY,2012,0.719
4682,PRY,2013,0.73
4683,PRY,2014,0.733
4684,PRY,2015,0.737
4685,PRY,2016,0.737
4686,PRY,2017,0.74
4687,PRY,2018,0.744
4688,PRY,2019,0.747
4689,PRY,2020,0.742
4690,PRY,2021,0.723
4691,PRY,2022,0.747
4692,PRY,2023,0.756
4693,PER,1990,0.625
4694,PER,1991,0.628
4695,PER,1992,0.629
4696,PER,1993,0.633
4697,PER,1994,0.644
4698,PER,1995,0.654
4699,PER,1996,0.658
4700,PER,1997,0.663
4701,PER,1998,0.671
4702,PER,1999,0.68
4703,PER,2000,0.682
4704,PER,2001,0.69
4705,PER,2002,0.69
4706,PER,2003,0.689
4707,PER,2004,0.694
4708,PER,2005,0.691
4709,PER,2006,0.697
4710,PER,2007,0.708
4711,PER,2008,0.714
4712,PER,2009,0.717
4713,PER,2010,0.731
4714,PER,2011,0.738
4715,PER,2012,0.748
4716,PER,2013,0.757
4717,PER,2014,0.763
4718,PER,2015,0.768
4719,PER,2016,0.775
4720,PER,2017,0.775
4721,PER,2018,0.78
4722,PER,2019,0.784
4723,PER,2020,0.769
4724,PER,2021,0.764
4725,PER,2022,0.79
4726,PER,2023,0.794
4727,PHL,1990,0.593
4728,PHL,1991,0.594
4729,PHL,1992,0.599
4730,PHL,1993,0.602
4731,PHL,1994,0.606
4732,PHL,1995,0.609
4733,PHL,1996,0.619
4734,PHL,1997,0.623
4735,PHL,1998,0.624
4736,PHL,1999,0.628
4737,PHL,2000,0.632
4738,PHL,2001,0.636
4739,PHL,2002,0.643
4740,PHL,2003,0.648
4741,PHL,2004,0.655
4742,PHL,2005,0.656
4743,PHL,2006,0.654
4744,PHL,2007,0.659
4745,PHL,2008,0.662
4746,PHL,2009,0.662
4747,PHL,2010,0.669
4748,PHL,2011,0.674
4749,PHL,2012,0.681
4750,PHL,2013,0.687
4751,PHL,2014,0.689
4752,PHL,2015,0.69
4753,PHL,2016,0.69
4754,PHL,2017,0.694
4755,PHL,2018,0.7
4756,PHL,2019,0.708
4757,PHL,2020,0.699
4758,PHL,2021,0.69
4759,PHL,2022,0.714
4760,PHL,2023,0.72
4761,POL,1990,0.722
4762,POL,1991,0.72
4763,POL,1992,0.724
4764,POL,1993,0.737
4765,POL,1994,0.747
4766,POL,1995,0.754
4767,POL,1996,0.763
4768,POL,1997,0.775
4769,POL,1998,0.784
4770,POL,1999,0.793
4771,POL,2000,0.801
4772,POL,2001,0.809
4773,POL,2002,0.816
4774,POL,2003,0.822
4775,POL,2004,0.82
4776,POL,2005,0.826
4777,POL,2006,0.831
4778,POL,2007,0.836
4779,POL,2008,0.841
4780,POL,2009,0.846
4781,POL,2010,0.852
4782,POL,2011,0.858
4783,POL,2012,0.863
4784,POL,2013,0.873
4785,POL,2014,0.873
4786,POL,2015,0.879
4787,POL,2016,0.884
4788,POL,2017,0.882
4789,POL,2018,0.884
4790,POL,2019,0.887
4791,POL,2020,0.88
4792,POL,2021,0.884
4793,POL,2022,0.902
4794,POL,2023,0.906
4795,PRT,1990,0.707
4796,PRT,1991,0.718
4797,PRT,1992,0.735
4798,PRT,1993,0.751
4799,PRT,1994,0.765
4800,PRT,1995,0.773
4801,PRT,1996,0.781
4802,PRT,1997,0.789
4803,PRT,1998,0.795
4804,PRT,1999,0.793
4805,PRT,2000,0.797
4806,PRT,2001,0.801
4807,PRT,2002,0.804
4808,PRT,2003,0.808
4809,PRT,2004,0.809
4810,PRT,2005,0.81
4811,PRT,2006,0.815
4812,PRT,2007,0.821
4813,PRT,2008,0.826
4814,PRT,2009,0.831
4815,PRT,2010,0.836
4816,PRT,2011,0.843
4817,PRT,2012,0.844
4818,PRT,2013,0.849
4819,PRT,2014,0.854
4820,PRT,2015,0.857
4821,PRT,2016,0.859
4822,PRT,2017,0.864
4823,PRT,2018,0.866
4824,PRT,2019,0.872
4825,PRT,2020,0.87
4826,PRT,2021,0.876
4827,PRT,2022,0.883
4828,PRT,2023,0.89
4829,QAT,1990,0.767
4830,QAT,1991,0.768
4831,QAT,1992,0.77
4832,QAT,1993,0.778
4833,QAT,1994,0.784
4834,QAT,1995,0.788
4835,QAT,1996,0.791
4836,QAT,1997,0.794
4837,QAT,1998,0.796
4838,QAT,1999,0.796
4839,QAT,2000,0.795
4840,QAT,2001,0.795
4841,QAT,2002,0.798
4842,QAT,2003,0.804
4843,QAT,2004,0.807
4844,QAT,2005,0.815
4845,QAT,2006,0.822
4846,QAT,2007,0.831
4847,QAT,2008,0.839
4848,QAT,2009,0.838
4849,QAT,2010,0.834
4850,QAT,2011,0.835
4851,QAT,2012,0.846
4852,QAT,2013,0.859
4853,QAT,2014,0.857
4854,QAT,2015,0.86
4855,QAT,2016,0.861
4856,QAT,2017,0.87
4857,QAT,2018,0.876
4858,QAT,2019,0.88
4859,QAT,2020,0.872
4860,QAT,2021,0.866
4861,QAT,2022,0.883
4862,QAT,2023,0.886
4863,ROU,1990,0.719
4864,ROU,1991,0.705
4865,ROU,1992,0.694
4866,ROU,1993,0.692
4867,ROU,1994,0.695
4868,ROU,1995,0.701
4869,ROU,1996,0.707
4870,ROU,1997,0.709
4871,ROU,1998,0.715
4872,ROU,1999,0.724
4873,ROU,2000,0.73
4874,ROU,2001,0.737
4875,ROU,2002,0.745
4876,ROU,2003,0.749
4877,ROU,2004,0.757
4878,ROU,2005,0.765
4879,ROU,2006,0.781
4880,ROU,2007,0.792
4881,ROU,2008,0.815
4882,ROU,2009,0.826
4883,ROU,2010,0.822
4884,ROU,2011,0.823
4885,ROU,2012,0.817
4886,ROU,2013,0.821
4887,ROU,2014,0.82
4888,ROU,2015,0.823
4889,ROU,2016,0.823
4890,ROU,2017,0.828
4891,ROU,2018,0.833
4892,ROU,2019,0.838
4893,ROU,2020,0.832
4894,ROU,2021,0.829
4895,ROU,2022,0.84
4896,ROU,2023,0.845
4897,RUS,1990,0.762
4898,RUS,1991,0.758
4899,RUS,1992,0.744
4900,RUS,1993,0.725
4901,RUS,1994,0.712
4902,RUS,1995,0.713
4903,RUS,1996,0.723
4904,RUS,1997,0.734
4905,RUS,1998,0.738
4906,RUS,1999,0.74
4907,RUS,2000,0.75
4908,RUS,2001,0.758
4909,RUS,2002,0.764
4910,RUS,2003,0.772
4911,RUS,2004,0.777
4912,RUS,2005,0.78
4913,RUS,2006,0.791
4914,RUS,2007,0.802
4915,RUS,2008,0.807
4916,RUS,2009,0.805
4917,RUS,2010,0.808
4918,RUS,2011,0.822
4919,RUS,2012,0.825
4920,RUS,2013,0.83
4921,RUS,2014,0.831
4922,RUS,2015,0.833
4923,RUS,2016,0.835
4924,RUS,2017,0.838
4925,RUS,2018,0.845
4926,RUS,2019,0.847
4927,RUS,2020,0.818
4928,RUS,2021,0.813
4929,RUS,2022,0.826
4930,RUS,2023,0.832
4931,RWA,1995,0.294
4932,RWA,1996,0.297
4933,RWA,1997,0.295
4934,RWA,1998,0.304
4935,RWA,1999,0.317
4936,RWA,2000,0.34
4937,RWA,2001,0.37
4938,RWA,2002,0.385
4939,RWA,2003,0.398
4940,RWA,2004,0.417
4941,RWA,2005,0.433
4942,RWA,2006,0.452
4943,RWA,2007,0.467
4944,RWA,2008,0.479
4945,RWA,2009,0.493
4946,RWA,2010,0.504
4947,RWA,2011,0.512
4948,RWA,2012,0.521
4949,RWA,2013,0.499
4950,RWA,2014,0.525
4951,RWA,2015,0.525
4952,RWA,2016,0.534
4953,RWA,2017,0.539
4954,RWA,2018,0.54
4955,RWA,2019,0.55
4956,RWA,2020,0.555
4957,RWA,2021,0.562
4958,RWA,2022,0.57
4959,RWA,2023,0.578
4960,KNA,2005,0.758
4961,KNA,2006,0.765
4962,KNA,2007,0.769
4963,KNA,2008,0.776
4964,KNA,2009,0.783
4965,KNA,2010,0.791
4966,KNA,2011,0.8
4967,KNA,2012,0.808
4968,KNA,2013,0.818
4969,KNA,2014,0.829
4970,KNA,2015,0.83
4971,KNA,2016,0.832
4972,KNA,2017,0.834
4973,KNA,2018,0.835
4974,KNA,2019,0.839
4975,KNA,2020,0.828
4976,KNA,2021,0.818
4977,KNA,2022,0.829
4978,KNA,2023,0.84
4979,LCA,1990,0.683
4980,LCA,1991,0.685
4981,LCA,1992,0.692
4982,LCA,1993,0.694
4983,LCA,1994,0.696
4984,LCA,1995,0.698
4985,LCA,1996,0.701
4986,LCA,1997,0.701
4987,LCA,1998,0.705
4988,LCA,1999,0.708
4989,LCA,2000,0.71
4990,LCA,2001,0.712
4991,LCA,2002,0.716
4992,LCA,2003,0.721
4993,LCA,2004,0.726
4994,LCA,2005,0.73
4995,LCA,2006,0.741
4996,LCA,2007,0.74
4997,LCA,2008,0.749
4998,LCA,2009,0.751
4999,LCA,2010,0.749
5000,LCA,2011,0.755
5001,LCA,2012,0.748
5002,LCA,2013,0.741
5003,LCA,2014,0.746
5004,LCA,2015,0.757
5005,LCA,2016,0.76
5006,LCA,2017,0.757
5007,LCA,2018,0.759
5008,LCA,2019,0.745
5009,LCA,2020,0.734
5010,LCA,2021,0.724
5011,LCA,2022,0.747
5012,LCA,2023,0.748
5013,VCT,2000,0.7
5014,VCT,2001,0.704
5015,VCT,2002,0.71
5016,VCT,2003,0.715
5017,VCT,2004,0.719
5018,VCT,2005,0.724
5019,VCT,2006,0.731
5020,VCT,2007,0.737
5021,VCT,2008,0.741
5022,VCT,2009,0.745
5023,VCT,2010,0.746
5024,VCT,2011,0.749
5025,VCT,2012,0.753
5026,VCT,2013,0.755
5027,VCT,2014,0.759
5028,VCT,2015,0.765
5029,VCT,2016,0.771
5030,VCT,2017,0.778
5031,VCT,2018,0.783
5032,VCT,2019,0.787
5033,VCT,2020,0.781
5034,VCT,2021,0.781
5035,VCT,2022,0.794
5036,VCT,2023,0.798
5037,WSM,1995,0.655
5038,WSM,1996,0.663
5039,WSM,1997,0.665
5040,WSM,1998,0.669
5041,WSM,1999,0.672
5042,WSM,2000,0.676
5043,WSM,2001,0.683
5044,WSM,2002,0.682
5045,WSM,2003,0.687
5046,WSM,2004,0.691
5047,WSM,2005,0.694
5048,WSM,2006,0.697
5049,WSM,2007,0.701
5050,WSM,2008,0.702
5051,WSM,2009,0.694
5052,WSM,2010,0.708
5053,WSM,2011,0.711
5054,WSM,2012,0.707
5055,WSM,2013,0.706
5056,WSM,2014,0.706
5057,WSM,2015,0.708
5058,WSM,2016,0.712
5059,WSM,2017,0.712
5060,WSM,2018,0.711
5061,WSM,2019,0.708
5062,WSM,2020,0.708
5063,WSM,2021,0.706
5064,WSM,2022,0.703
5065,WSM,2023,0.708
5066,SMR,2000,0.881
5067,SMR,2001,0.883
5068,SMR,2002,0.885
5069,SMR,2003,0.888
5070,SMR,2004,0.89
5071,SMR,2005,0.893
5072,SMR,2006,0.895
5073,SMR,2007,0.898
5074,SMR,2008,0.9
5075,SMR,2009,0.903
5076,SMR,2010,0.905
5077,SMR,2011,0.902
5078,SMR,2012,0.893
5079,SMR,2013,0.896
5080,SMR,2014,0.897
5081,SMR,2015,0.896
5082,SMR,2016,0.898
5083,SMR,2017,0.903
5084,SMR,2018,0.904
5085,SMR,2019,0.908
5086,SMR,2020,0.895
5087,SMR,2021,0.903
5088,SMR,2022,0.91
5089,SMR,2023,0.915
5090,STP,2005,0.535
5091,STP,2006,0.546
5092,STP,2007,0.552
5093,STP,2008,0.557
5094,STP,2009,0.561
5095,STP,2010,0.564
5096,STP,2011,0.569
5097,STP,2012,0.574
5098,STP,2013,0.585
5099,STP,2014,0.596
5100,STP,2015,0.608
5101,STP,2016,0.613
5102,STP,2017,0.617
5103,STP,2018,0.621
5104,STP,2019,0.625
5105,STP,2020,0.628
5106,STP,2021,0.631
5107,STP,2022,0.636
5108,STP,2023,0.637
5109,SAU,1990,0.67
5110,SAU,1991,0.681
5111,SAU,1992,0.688
5112,SAU,1993,0.693
5113,SAU,1994,0.699
5114,SAU,1995,0.705
5115,SAU,1996,0.711
5116,SAU,1997,0.718
5117,SAU,1998,0.725
5118,SAU,1999,0.729
5119,SAU,2000,0.737
5120,SAU,2001,0.744
5121,SAU,2002,0.75
5122,SAU,2003,0.762
5123,SAU,2004,0.773
5124,SAU,2005,0.782
5125,SAU,2006,0.785
5126,SAU,2007,0.786
5127,SAU,2008,0.792
5128,SAU,2009,0.794
5129,SAU,2010,0.801
5130,SAU,2011,0.811
5131,SAU,2012,0.819
5132,SAU,2013,0.827
5133,SAU,2014,0.841
5134,SAU,2015,0.851
5135,SAU,2016,0.86
5136,SAU,2017,0.869
5137,SAU,2018,0.875
5138,SAU,2019,0.878
5139,SAU,2020,0.875
5140,SAU,2021,0.878
5141,SAU,2022,0.893
5142,SAU,2023,0.9
5143,SEN,1990,0.377
5144,SEN,1991,0.379
5145,SEN,1992,0.381
5146,SEN,1993,0.382
5147,SEN,1994,0.382
5148,SEN,1995,0.384
5149,SEN,1996,0.385
5150,SEN,1997,0.386
5151,SEN,1998,0.389
5152,SEN,1999,0.392
5153,SEN,2000,0.398
5154,SEN,2001,0.404
5155,SEN,2002,0.409
5156,SEN,2003,0.416
5157,SEN,2004,0.423
5158,SEN,2005,0.43
5159,SEN,2006,0.438
5160,SEN,2007,0.45
5161,SEN,2008,0.462
5162,SEN,2009,0.47
5163,SEN,2010,0.477
5164,SEN,2011,0.491
5165,SEN,2012,0.499
5166,SEN,2013,0.504
5167,SEN,2014,0.508
5168,SEN,2015,0.509
5169,SEN,2016,0.516
5170,SEN,2017,0.517
5171,SEN,2018,0.522
5172,SEN,2019,0.52
5173,SEN,2020,0.522
5174,SEN,2021,0.522
5175,SEN,2022,0.526
5176,SEN,2023,0.53
5177,SRB,1995,0.686
5178,SRB,1996,0.692
5179,SRB,1997,0.698
5180,SRB,1998,0.699
5181,SRB,1999,0.685
5182,SRB,2000,0.701
5183,SRB,2001,0.707
5184,SRB,2002,0.711
5185,SRB,2003,0.72
5186,SRB,2004,0.732
5187,SRB,2005,0.743
5188,SRB,2006,0.753
5189,SRB,2007,0.763
5190,SRB,2008,0.773
5191,SRB,2009,0.774
5192,SRB,2010,0.775
5193,SRB,2011,0.785
5194,SRB,2012,0.788
5195,SRB,2013,0.792
5196,SRB,2014,0.795
5197,SRB,2015,0.802
5198,SRB,2016,0.806
5199,SRB,2017,0.808
5200,SRB,2018,0.814
5201,SRB,2019,0.817
5202,SRB,2020,0.809
5203,SRB,2021,0.807
5204,SRB,2022,0.826
5205,SRB,2023,0.833
5206,SYC,2010,0.758
5207,SYC,2011,0.772
5208,SYC,2012,0.797
5209,SYC,2013,0.797
5210,SYC,2014,0.814
5211,SYC,2015,0.819
5212,SYC,2016,0.836
5213,SYC,2017,0.844
5214,SYC,2018,0.847
5215,SYC,2019,0.85
5216,SYC,2020,0.853
5217,SYC,2021,0.838
5218,SYC,2022,0.836
5219,SYC,2023,0.848
5220,SLE,1990,0.313
5221,SLE,1991,0.303
5222,SLE,1992,0.305
5223,SLE,1993,0.312
5224,SLE,1994,0.312
5225,SLE,1995,0.314
5226,SLE,1996,0.311
5227,SLE,1997,0.307
5228,SLE,1998,0.304
5229,SLE,1999,0.301
5230,SLE,2000,0.318
5231,SLE,2001,0.33
5232,SLE,2002,0.345
5233,SLE,2003,0.354
5234,SLE,2004,0.363
5235,SLE,2005,0.37
5236,SLE,2006,0.372
5237,SLE,2007,0.391
5238,SLE,2008,0.4
5239,SLE,2009,0.406
5240,SLE,2010,0.41
5241,SLE,2011,0.416
5242,SLE,2012,0.418
5243,SLE,2013,0.436
5244,SLE,2014,0.438
5245,SLE,2015,0.432
5246,SLE,2016,0.441
5247,SLE,2017,0.445
5248,SLE,2018,0.451
5249,SLE,2019,0.455
5250,SLE,2020,0.454
5251,SLE,2021,0.458
5252,SLE,2022,0.463
5253,SLE,2023,0.467
5254,SGP,1990,0.819
5255,SGP,1991,0.826
5256,SGP,1992,0.833
5257,SGP,1993,0.84
5258,SGP,1994,0.848
5259,SGP,1995,0.854
5260,SGP,1996,0.859
5261,SGP,1997,0.866
5262,SGP,1998,0.869
5263,SGP,1999,0.875
5264,SGP,2000,0.882
5265,SGP,2001,0.885
5266,SGP,2002,0.891
5267,SGP,2003,0.897
5268,SGP,2004,0.905
5269,SGP,2005,0.911
5270,SGP,2006,0.911
5271,SGP,2007,0.914
5272,SGP,2008,0.924
5273,SGP,2009,0.928
5274,SGP,2010,0.932
5275,SGP,2011,0.933
5276,SGP,2012,0.933
5277,SGP,2013,0.934
5278,SGP,2014,0.934
5279,SGP,2015,0.935
5280,SGP,2016,0.934
5281,SGP,2017,0.935
5282,SGP,2018,0.939
5283,SGP,2019,0.942
5284,SGP,2020,0.944
5285,SGP,2021,0.948
5286,SGP,2022,0.942
5287,SGP,2023,0.946
5288,SVK,1990,0.698
5289,SVK,1991,0.697
5290,SVK,1992,0.702
5291,SVK,1993,0.71
5292,SVK,1994,0.72
5293,SVK,1995,0.729
5294,SVK,1996,0.74
5295,SVK,1997,0.747
5296,SVK,1998,0.758
5297,SVK,1999,0.765
5298,SVK,2000,0.774
5299,SVK,2001,0.781
5300,SVK,2002,0.79
5301,SVK,2003,0.796
5302,SVK,2004,0.806
5303,SVK,2005,0.815
5304,SVK,2006,0.824
5305,SVK,2007,0.834
5306,SVK,2008,0.842
5307,SVK,2009,0.845
5308,SVK,2010,0.851
5309,SVK,2011,0.856
5310,SVK,2012,0.856
5311,SVK,2013,0.858
5312,SVK,2014,0.859
5313,SVK,2015,0.861
5314,SVK,2016,0.864
5315,SVK,2017,0.865
5316,SVK,2018,0.868
5317,SVK,2019,0.871
5318,SVK,2020,0.867
5319,SVK,2021,0.859
5320,SVK,2022,0.873
5321,SVK,2023,0.88
5322,SVN,1990,0.734
5323,SVN,1991,0.736
5324,SVN,1992,0.741
5325,SVN,1993,0.746
5326,SVN,1994,0.756
5327,SVN,1995,0.768
5328,SVN,1996,0.778
5329,SVN,1997,0.789
5330,SVN,1998,0.802
5331,SVN,1999,0.82
5332,SVN,2000,0.829
5333,SVN,2001,0.845
5334,SVN,2002,0.855
5335,SVN,2003,0.865
5336,SVN,2004,0.87
5337,SVN,2005,0.876
5338,SVN,2006,0.883
5339,SVN,2007,0.888
5340,SVN,2008,0.894
5341,SVN,2009,0.894
5342,SVN,2010,0.896
5343,SVN,2011,0.897
5344,SVN,2012,0.897
5345,SVN,2013,0.907
5346,SVN,2014,0.907
5347,SVN,2015,0.909
5348,SVN,2016,0.914
5349,SVN,2017,0.918
5350,SVN,2018,0.922
5351,SVN,2019,0.923
5352,SVN,2020,0.918
5353,SVN,2021,0.924
5354,SVN,2022,0.926
5355,SVN,2023,0.931
5356,SLB,1999,0.554
5357,SLB,2000,0.547
5358,SLB,2001,0.542
5359,SLB,2002,0.539
5360,SLB,2003,0.543
5361,SLB,2004,0.548
5362,SLB,2005,0.553
5363,SLB,2006,0.553
5364,SLB,2007,0.552
5365,SLB,2008,0.556
5366,SLB,2009,0.557
5367,SLB,2010,0.564
5368,SLB,2011,0.567
5369,SLB,2012,0.57
5370,SLB,2013,0.576
5371,SLB,2014,0.575
5372,SLB,2015,0.576
5373,SLB,2016,0.578
5374,SLB,2017,0.581
5375,SLB,2018,0.582
5376,SLB,2019,0.583
5377,SLB,2020,0.579
5378,SLB,2021,0.577
5379,SLB,2022,0.583
5380,SLB,2023,0.584
5381,SOM,2022,0.385
5382,SOM,2023,0.404
5383,ZAF,1990,0.633
5384,ZAF,1991,0.641
5385,ZAF,1992,0.645
5386,ZAF,1993,0.65
5387,ZAF,1994,0.654
5388,ZAF,1995,0.654
5389,ZAF,1996,0.649
5390,ZAF,1997,0.642
