date,inflation_volatility_12m
1975-09-01,0.003842854311445597
1975-08-01,0.003952901124587009
1975-07-01,0.004829094251619926
1975-06-01,0.006219251194069374
1975-05-01,0.007832215691532562
1975-04-01,0.009472272095994383
1975-03-01,0.010997830981032372
1975-02-01,0.012281450575519187
1975-01-01,0.013183209848210404
1974-12-01,0.013521791478435621
1974-11-01,0.013963620728263224
1974-10-01,0.014082634873797253
1974-09-01,0.013946260230402078
1974-08-01,0.013604402945676053
1974-07-01,0.013097458211409903
1974-06-01,0.012460953003011798
1974-05-01,0.011728793483489609
1974-04-01,0.010936044846788734
1974-03-01,0.010121738443593022
1974-02-01,0.009331854029446404
1974-01-01,0.008621958541937619
1973-12-01,0.008057549256734336
1973-11-01,0.00799431110200878
1973-10-01,0.007572143425108934
1973-09-01,0.006897078075655785
1973-08-01,0.006048086672885992
1973-07-01,0.00509367370414564
1973-06-01,0.00410438792227903
1973-05-01,0.003170186599084277
1973-04-01,0.002431270618631716
1973-03-01,0.0020877834583601603
1973-02-01,0.0022118159068286146
1973-01-01,0.002563362044178855
1972-12-01,0.0028298424670221626
1972-11-01,0.003019810305172181
1972-10-01,0.0032206983516452664
1972-09-01,0.003424381795938293
1972-08-01,0.003623738713390287
1972-07-01,0.0038123461519472537
1972-06-01,0.003984158530934555
1972-05-01,0.004133192015033075
1972-04-01,0.0042532030059216665
1972-03-01,0.004337326436340961
1972-02-01,0.004377614620950448
1972-01-01,0.0043643720535142035
1971-12-01,0.004285080659685375
1971-11-01,0.004284572602288636
1971-10-01,0.00409719438413419
1971-09-01,0.0037753371267302597
1971-08-01,0.003357002947483926
1971-07-01,0.0028735171512007406
1971-06-01,0.0023542167332494318
1971-05-01,0.001831309963319034
1971-04-01,0.001348723595661923
1971-03-01,0.0009811548236746466
1971-02-01,0.0008379059056620115
1971-01-01,0.0009192602335928991
1970-12-01,0.0010421884725805314
1970-11-01,0.00119546028022115
1970-10-01,0.001412260652054407
1970-09-01,0.00166666459499241
1970-08-01,0.0019387757050148451
1970-07-01,0.0022139543493673833
1970-06-01,0.002480645062800614
1970-05-01,0.0027287183774126955
1970-04-01,0.002948334073625502
1970-03-01,0.003129042222642918
1970-02-01,0.0032588512994383206
1970-01-01,0.003322951883231633
1969-12-01,0.0033015442715714372
1969-11-01,0.0034920407498292053
1969-10-01,0.0036716798548091225
1969-09-01,0.003837325086109568
1969-08-01,0.003986022999652047
1969-07-01,0.004114861215932409
1969-06-01,0.004220839582622015
1969-05-01,0.0043007392862616685
1969-04-01,0.0043509729991316375
1969-03-01,0.004367393597553842
1969-02-01,0.004345026542238664
1969-01-01,0.004277664678394059
1968-12-01,0.004157206613235373
1968-11-01,0.00414968513736793
1968-10-01,0.003973142585525355
1968-09-01,0.0036738966183665995
1968-08-01,0.003285483915803705
1968-07-01,0.002835011754834
1968-06-01,0.002346703355412379
1968-05-01,0.0018448144301305973
1968-04-01,0.0013578574141702602
1968-03-01,0.0009286597750760341
1968-02-01,0.0006392865515313343
1968-01-01,0.0005883972603618386
1967-12-01,0.000671933565225926
1967-11-01,0.0005908220438847405
1967-10-01,0.0006074187475006518
1967-09-01,0.0008452533247576105
1967-08-01,0.001231503953052483
1967-07-01,0.0016833109110866702
1967-06-01,0.0021563413042169836
1967-05-01,0.002622159956149515
1967-04-01,0.0030572303866970517
1967-03-01,0.0034383684652174442
1967-02-01,0.003739832398748373
1967-01-01,0.003930016243921829
1966-12-01,0.0039657512023293555
1966-11-01,0.00400821564810846
1966-10-01,0.003925486840857412
1966-09-01,0.0037477465723925094
1966-08-01,0.0034969362559833642
1966-07-01,0.003190481973979945
1966-06-01,0.0028433357461177347
1966-05-01,0.0024693734358352663
1966-04-01,0.002082712714591897
1966-03-01,0.001699524406889946
1966-02-01,0.001341317282996569
1966-01-01,0.0010411450529447088
1965-12-01,0.0008493927718852121
1965-11-01,0.0008552414140991147
1965-10-01,0.0008326215649376533
1965-09-01,0.0007885981201333608
1965-08-01,0.0007282833962945491
1965-07-01,0.0006557183271842918
1965-06-01,0.0005743409361528116
1965-05-01,0.00048728886947257223
1965-04-01,0.0003976595543145128
1965-03-01,0.0003088488256857478
1965-02-01,0.00022522723630917426
1965-01-01,0.00015392900088891622
1964-12-01,0.0001088365258006838
1964-11-01,0.00011364438448004995
1964-10-01,0.00011756373995877513
1964-09-01,0.00012066208320637395
1964-08-01,0.00012298261932552052
1964-07-01,0.00012455010422329047
1964-06-01,0.00012537408226650856
1964-05-01,0.00012545041235076986
1964-04-01,0.00012476147073783227
1964-03-01,0.00012327510238317876
1964-02-01,0.00012094211107222856
1964-01-01,0.00011769171238282829
1963-12-01,0.00011342374273473999
1963-11-01,0.00012956970665057012
1963-10-01,0.00015307787362765936
1963-09-01,0.0001809188810386532
1963-08-01,0.0002107607066179539
1963-07-01,0.00024090392987089303
1963-06-01,0.0002700227601614891
1963-05-01,0.0002969659566142351
1963-04-01,0.00032062167206954313
1963-03-01,0.0003398116001247578
1963-02-01,0.0003531813346055289
1963-01-01,0.00035904868141465554
1962-12-01,0.00035514069008088094
